cloud_id,slice_id,area,perimeter,source_file,size_bin
382,-1,5284,1806,lattice_99_20250502_190102.csv,"[3001, 5843)"
741,-1,3688,1312,lattice_59_20250502_163644.csv,"[3001, 5843)"
538,-1,4387,1146,lattice_139_20250502_200756.csv,"[3001, 5843)"
1546,-1,3199,956,lattice_64_20250502_173606.csv,"[3001, 5843)"
1179,-1,4785,1452,lattice_34_20250502_153205.csv,"[3001, 5843)"
621,-1,4440,1294,lattice_69_20250502_173751.csv,"[3001, 5843)"
990,-1,4440,990,lattice_71_20250502_173736.csv,"[3001, 5843)"
938,-1,4728,996,lattice_129_20250502_200539.csv,"[3001, 5843)"
811,-1,4415,1086,lattice_28_20250502_143442.csv,"[3001, 5843)"
1378,-1,4136,1566,lattice_152_20250502_203737.csv,"[3001, 5843)"
1000,-1,5585,1408,lattice_35_20250502_153027.csv,"[3001, 5843)"
240,-1,3249,1128,lattice_89_20250502_182302.csv,"[3001, 5843)"
157,-1,4668,1276,lattice_113_20250502_193203.csv,"[3001, 5843)"
353,-1,5102,1190,lattice_60_20250502_163554.csv,"[3001, 5843)"
931,-1,3719,878,lattice_136_20250502_200702.csv,"[3001, 5843)"
368,-1,3543,1014,lattice_4_20250502_132654.csv,"[3001, 5843)"
1066,-1,5194,1638,lattice_191_20250502_220601.csv,"[3001, 5843)"
1378,-1,5153,1608,lattice_157_20250502_203949.csv,"[3001, 5843)"
566,-1,4916,1060,lattice_183_20250502_220056.csv,"[3001, 5843)"
613,-1,3942,1234,lattice_182_20250502_220016.csv,"[3001, 5843)"
1287,-1,5300,1332,lattice_126_20250502_193802.csv,"[3001, 5843)"
143,-1,3199,982,lattice_2_20250502_132712.csv,"[3001, 5843)"
943,-1,4506,1402,lattice_86_20250502_182035.csv,"[3001, 5843)"
210,-1,4787,1366,lattice_84_20250502_182143.csv,"[3001, 5843)"
1434,-1,3413,768,lattice_32_20250502_152925.csv,"[3001, 5843)"
1215,-1,4097,930,lattice_199_20250502_222245.csv,"[3001, 5843)"
1326,-1,3882,1226,lattice_177_20250502_215648.csv,"[3001, 5843)"
1072,-1,5284,1246,lattice_167_20250502_210652.csv,"[3001, 5843)"
869,-1,9677,2062,lattice_115_20250502_193327.csv,"[5843, 11376)"
544,-1,10896,2672,lattice_140_20250502_201055.csv,"[5843, 11376)"
1273,-1,8437,1662,lattice_90_20250502_182412.csv,"[5843, 11376)"
1459,-1,8835,1804,lattice_68_20250502_173741.csv,"[5843, 11376)"
1464,-1,5880,1448,lattice_144_20250502_202943.csv,"[5843, 11376)"
617,-1,8986,2028,lattice_147_20250502_203506.csv,"[5843, 11376)"
550,-1,10628,2068,lattice_147_20250502_203506.csv,"[5843, 11376)"
790,-1,7805,1934,lattice_176_20250502_213009.csv,"[5843, 11376)"
84,-1,8169,1654,lattice_26_20250502_143407.csv,"[5843, 11376)"
1635,-1,6143,1396,lattice_61_20250502_163947.csv,"[5843, 11376)"
696,-1,6601,1432,lattice_104_20250502_190116.csv,"[5843, 11376)"
391,-1,11092,2512,lattice_154_20250502_203820.csv,"[5843, 11376)"
1636,-1,6590,1328,lattice_49_20250502_163453.csv,"[5843, 11376)"
1510,-1,10239,2362,lattice_139_20250502_200756.csv,"[5843, 11376)"
161,-1,6978,1684,lattice_162_20250502_210348.csv,"[5843, 11376)"
438,-1,7366,2324,lattice_73_20250502_173906.csv,"[5843, 11376)"
1290,-1,6627,1820,lattice_193_20250502_222119.csv,"[5843, 11376)"
1638,-1,7742,2390,lattice_58_20250502_163848.csv,"[5843, 11376)"
132,-1,6682,1530,lattice_107_20250502_190213.csv,"[5843, 11376)"
1039,-1,8916,2256,lattice_178_20250502_215635.csv,"[5843, 11376)"
1045,-1,5844,1930,lattice_187_20250502_220310.csv,"[5843, 11376)"
931,-1,8624,2126,lattice_125_20250502_193843.csv,"[5843, 11376)"
661,-1,6098,1896,lattice_160_20250502_205900.csv,"[5843, 11376)"
1362,-1,7454,1562,lattice_121_20250502_193429.csv,"[5843, 11376)"
767,-1,6552,1494,lattice_115_20250502_193327.csv,"[5843, 11376)"
1459,-1,6284,1722,lattice_132_20250502_200423.csv,"[5843, 11376)"
1033,-1,6497,1518,lattice_18_20250502_143035.csv,"[5843, 11376)"
543,-1,7092,1922,lattice_114_20250502_193334.csv,"[5843, 11376)"
656,-1,16926,2896,lattice_6_20250502_132337.csv,"[11376, 22151)"
29,-1,15734,2328,lattice_111_20250502_190446.csv,"[11376, 22151)"
1290,-1,12478,2492,lattice_11_20250502_132235.csv,"[11376, 22151)"
322,-1,13737,2690,lattice_145_20250502_203405.csv,"[11376, 22151)"
472,-1,13415,2580,lattice_22_20250502_142846.csv,"[11376, 22151)"
351,-1,11433,1988,lattice_45_20250502_153328.csv,"[11376, 22151)"
1489,-1,13230,1966,lattice_168_20250502_210916.csv,"[11376, 22151)"
1593,-1,20770,3072,lattice_192_20250502_221856.csv,"[11376, 22151)"
671,-1,13631,3472,lattice_165_20250502_210612.csv,"[11376, 22151)"
774,-1,14092,2220,lattice_177_20250502_215648.csv,"[11376, 22151)"
71,-1,13938,3924,lattice_33_20250502_152721.csv,"[11376, 22151)"
1481,-1,14743,3792,lattice_110_20250502_190343.csv,"[11376, 22151)"
196,-1,18727,2512,lattice_106_20250502_190144.csv,"[11376, 22151)"
1232,-1,13808,3640,lattice_3_20250502_132621.csv,"[11376, 22151)"
1332,-1,18631,3608,lattice_151_20250502_203719.csv,"[11376, 22151)"
310,-1,15411,3304,lattice_56_20250502_163656.csv,"[11376, 22151)"
452,-1,12029,2572,lattice_67_20250502_173426.csv,"[11376, 22151)"
204,-1,11568,2354,lattice_94_20250502_182639.csv,"[11376, 22151)"
1485,-1,18743,2736,lattice_160_20250502_205900.csv,"[11376, 22151)"
417,-1,13878,2232,lattice_193_20250502_222119.csv,"[11376, 22151)"
401,-1,15038,3334,lattice_47_20250502_153629.csv,"[11376, 22151)"
913,-1,12998,2056,lattice_126_20250502_193802.csv,"[11376, 22151)"
946,-1,11734,2514,lattice_196_20250502_222257.csv,"[11376, 22151)"
993,-1,11377,2230,lattice_69_20250502_173751.csv,"[11376, 22151)"
1225,-1,12991,2306,lattice_155_20250502_203724.csv,"[11376, 22151)"
1575,-1,12059,2078,lattice_0_20250502_132347.csv,"[11376, 22151)"
516,-1,12954,3082,lattice_40_20250502_153038.csv,"[11376, 22151)"
1296,-1,15930,2748,lattice_79_20250502_174407.csv,"[11376, 22151)"
248,-1,29048,3820,lattice_39_20250502_153350.csv,"[22151, 43129)"
1492,-1,29776,3548,lattice_120_20250502_193513.csv,"[22151, 43129)"
145,-1,23112,4666,lattice_34_20250502_153205.csv,"[22151, 43129)"
1595,-1,30816,3270,lattice_142_20250502_201134.csv,"[22151, 43129)"
1240,-1,32268,4188,lattice_149_20250502_203536.csv,"[22151, 43129)"
946,-1,38861,6322,lattice_141_20250502_201220.csv,"[22151, 43129)"
521,-1,24442,3550,lattice_171_20250502_210852.csv,"[22151, 43129)"
1125,-1,26985,4172,lattice_112_20250502_192746.csv,"[22151, 43129)"
299,-1,34273,5184,lattice_135_20250502_200742.csv,"[22151, 43129)"
76,-1,25202,3982,lattice_27_20250502_143347.csv,"[22151, 43129)"
429,-1,30241,4020,lattice_59_20250502_163644.csv,"[22151, 43129)"
711,-1,32299,5406,lattice_30_20250502_143334.csv,"[22151, 43129)"
147,-1,39525,5598,lattice_98_20250502_185651.csv,"[22151, 43129)"
1494,-1,24933,3110,lattice_30_20250502_143334.csv,"[22151, 43129)"
199,-1,41551,7012,lattice_98_20250502_185651.csv,"[22151, 43129)"
1245,-1,34786,3740,lattice_62_20250502_164242.csv,"[22151, 43129)"
1142,-1,30677,5208,lattice_41_20250502_153356.csv,"[22151, 43129)"
872,-1,25472,3730,lattice_192_20250502_221856.csv,"[22151, 43129)"
503,-1,24027,4750,lattice_187_20250502_220310.csv,"[22151, 43129)"
166,-1,24993,5140,lattice_31_20250502_143526.csv,"[22151, 43129)"
1273,-1,27949,4268,lattice_106_20250502_190144.csv,"[22151, 43129)"
1049,-1,32858,6140,lattice_197_20250502_222330.csv,"[22151, 43129)"
350,-1,36296,6460,lattice_163_20250502_210653.csv,"[22151, 43129)"
476,-1,24323,4776,lattice_28_20250502_143442.csv,"[22151, 43129)"
969,-1,25582,4722,lattice_173_20250502_211022.csv,"[22151, 43129)"
796,-1,25793,4596,lattice_186_20250502_220359.csv,"[22151, 43129)"
1359,-1,41525,5676,lattice_43_20250502_153533.csv,"[22151, 43129)"
1116,-1,25034,3608,lattice_33_20250502_152721.csv,"[22151, 43129)"
706,-1,65514,7264,lattice_59_20250502_163644.csv,"[43129, 83974)"
84,-1,48928,5688,lattice_30_20250502_143334.csv,"[43129, 83974)"
408,-1,43875,5402,lattice_127_20250502_193814.csv,"[43129, 83974)"
389,-1,68622,7932,lattice_74_20250502_173814.csv,"[43129, 83974)"
1466,-1,49082,8806,lattice_134_20250502_200822.csv,"[43129, 83974)"
965,-1,47729,4014,lattice_63_20250502_164106.csv,"[43129, 83974)"
682,-1,71570,8322,lattice_47_20250502_153629.csv,"[43129, 83974)"
662,-1,60093,7644,lattice_26_20250502_143407.csv,"[43129, 83974)"
1039,-1,46265,7566,lattice_64_20250502_173606.csv,"[43129, 83974)"
1084,-1,49487,6972,lattice_44_20250502_153349.csv,"[43129, 83974)"
1158,-1,74440,7402,lattice_3_20250502_132621.csv,"[43129, 83974)"
527,-1,53194,6196,lattice_62_20250502_164242.csv,"[43129, 83974)"
1003,-1,67256,6112,lattice_64_20250502_173606.csv,"[43129, 83974)"
804,-1,44228,5928,lattice_15_20250502_132242.csv,"[43129, 83974)"
850,-1,44240,4774,lattice_27_20250502_143347.csv,"[43129, 83974)"
963,-1,45487,4944,lattice_150_20250502_203552.csv,"[43129, 83974)"
1315,-1,48333,7478,lattice_165_20250502_210612.csv,"[43129, 83974)"
1083,-1,62247,6030,lattice_24_20250502_143216.csv,"[43129, 83974)"
70,-1,60606,7932,lattice_162_20250502_210348.csv,"[43129, 83974)"
501,-1,48263,6032,lattice_82_20250502_182009.csv,"[43129, 83974)"
745,-1,48135,7372,lattice_119_20250502_193516.csv,"[43129, 83974)"
779,-1,55877,8614,lattice_24_20250502_143216.csv,"[43129, 83974)"
1262,-1,54731,5806,lattice_153_20250502_203636.csv,"[43129, 83974)"
1061,-1,57325,7292,lattice_63_20250502_164106.csv,"[43129, 83974)"
1078,-1,83414,9102,lattice_140_20250502_201055.csv,"[43129, 83974)"
1559,-1,61126,6726,lattice_78_20250502_174202.csv,"[43129, 83974)"
85,-1,60605,8792,lattice_24_20250502_143216.csv,"[43129, 83974)"
1427,-1,81653,12422,lattice_94_20250502_182639.csv,"[43129, 83974)"
1319,-1,99084,9842,lattice_122_20250502_193520.csv,"[83974, 163502)"
1379,-1,117106,14816,lattice_117_20250502_193318.csv,"[83974, 163502)"
801,-1,131699,11424,lattice_2_20250502_132712.csv,"[83974, 163502)"
666,-1,153378,12470,lattice_152_20250502_203737.csv,"[83974, 163502)"
977,-1,104259,8266,lattice_125_20250502_193843.csv,"[83974, 163502)"
1362,-1,104825,8908,lattice_190_20250502_220454.csv,"[83974, 163502)"
820,-1,150168,14276,lattice_95_20250502_182531.csv,"[83974, 163502)"
377,-1,99513,9348,lattice_69_20250502_173751.csv,"[83974, 163502)"
864,-1,110346,11160,lattice_94_20250502_182639.csv,"[83974, 163502)"
1271,-1,139303,12660,lattice_199_20250502_222245.csv,"[83974, 163502)"
1587,-1,125082,10728,lattice_89_20250502_182302.csv,"[83974, 163502)"
771,-1,91428,8962,lattice_149_20250502_203536.csv,"[83974, 163502)"
1186,-1,102765,8058,lattice_71_20250502_173736.csv,"[83974, 163502)"
630,-1,105023,10534,lattice_155_20250502_203724.csv,"[83974, 163502)"
363,-1,88577,12368,lattice_136_20250502_200702.csv,"[83974, 163502)"
1053,-1,145428,11094,lattice_103_20250502_190137.csv,"[83974, 163502)"
197,-1,91841,8060,lattice_136_20250502_200702.csv,"[83974, 163502)"
841,-1,116669,10692,lattice_123_20250502_193610.csv,"[83974, 163502)"
439,-1,93537,11232,lattice_130_20250502_200510.csv,"[83974, 163502)"
873,-1,94544,9854,lattice_104_20250502_190116.csv,"[83974, 163502)"
66,-1,94537,10602,lattice_158_20250502_204213.csv,"[83974, 163502)"
275,-1,90567,9858,lattice_124_20250502_193737.csv,"[83974, 163502)"
65,-1,108700,10398,lattice_80_20250502_181804.csv,"[83974, 163502)"
966,-1,97325,10810,lattice_63_20250502_164106.csv,"[83974, 163502)"
13,-1,103604,9920,lattice_118_20250502_193507.csv,"[83974, 163502)"
510,-1,106124,10956,lattice_195_20250502_222241.csv,"[83974, 163502)"
1567,-1,92939,6882,lattice_177_20250502_215648.csv,"[83974, 163502)"
218,-1,125920,13488,lattice_131_20250502_200559.csv,"[83974, 163502)"
195,-1,227459,17300,lattice_47_20250502_153629.csv,"[163502, 318346)"
881,-1,172264,13876,lattice_43_20250502_153533.csv,"[163502, 318346)"
619,-1,238009,14808,lattice_160_20250502_205900.csv,"[163502, 318346)"
889,-1,212244,22226,lattice_105_20250502_190114.csv,"[163502, 318346)"
1540,-1,187481,13298,lattice_81_20250502_182124.csv,"[163502, 318346)"
562,-1,186747,13404,lattice_152_20250502_203737.csv,"[163502, 318346)"
511,-1,201753,16438,lattice_139_20250502_200756.csv,"[163502, 318346)"
1010,-1,225669,17742,lattice_46_20250502_153721.csv,"[163502, 318346)"
231,-1,276295,21700,lattice_95_20250502_182531.csv,"[163502, 318346)"
758,-1,185923,13906,lattice_156_20250502_203945.csv,"[163502, 318346)"
686,-1,181476,15214,lattice_173_20250502_211022.csv,"[163502, 318346)"
1220,-1,232970,17286,lattice_151_20250502_203719.csv,"[163502, 318346)"
774,-1,224167,15846,lattice_107_20250502_190213.csv,"[163502, 318346)"
1080,-1,177228,10616,lattice_110_20250502_190343.csv,"[163502, 318346)"
35,-1,216677,15900,lattice_123_20250502_193610.csv,"[163502, 318346)"
464,-1,246802,16000,lattice_157_20250502_203949.csv,"[163502, 318346)"
703,-1,169834,20976,lattice_193_20250502_222119.csv,"[163502, 318346)"
981,-1,316361,21770,lattice_144_20250502_202943.csv,"[163502, 318346)"
98,-1,238821,21644,lattice_161_20250502_210440.csv,"[163502, 318346)"
1294,-1,239508,19842,lattice_14_20250502_132403.csv,"[163502, 318346)"
1453,-1,317249,24888,lattice_161_20250502_210440.csv,"[163502, 318346)"
1472,-1,222093,15294,lattice_54_20250502_163540.csv,"[163502, 318346)"
437,-1,196037,16298,lattice_153_20250502_203636.csv,"[163502, 318346)"
271,-1,191350,13512,lattice_132_20250502_200423.csv,"[163502, 318346)"
1339,-1,301447,18126,lattice_151_20250502_203719.csv,"[163502, 318346)"
1299,-1,237038,16284,lattice_90_20250502_182412.csv,"[163502, 318346)"
825,-1,224389,18592,lattice_118_20250502_193507.csv,"[163502, 318346)"
201,-1,299579,17158,lattice_129_20250502_200539.csv,"[163502, 318346)"
653,-1,541275,24270,lattice_75_20250502_174101.csv,"[318346, 619834)"
199,-1,527242,36902,lattice_65_20250502_173340.csv,"[318346, 619834)"
415,-1,417372,21634,lattice_48_20250502_163137.csv,"[318346, 619834)"
1139,-1,376359,21008,lattice_127_20250502_193814.csv,"[318346, 619834)"
1357,-1,349767,27552,lattice_24_20250502_143216.csv,"[318346, 619834)"
1065,-1,322680,27018,lattice_140_20250502_201055.csv,"[318346, 619834)"
1455,-1,487392,28940,lattice_17_20250502_142750.csv,"[318346, 619834)"
718,-1,359708,29906,lattice_184_20250502_220210.csv,"[318346, 619834)"
1012,-1,323166,16782,lattice_130_20250502_200510.csv,"[318346, 619834)"
34,-1,334925,20654,lattice_85_20250502_182232.csv,"[318346, 619834)"
1311,-1,385685,25510,lattice_48_20250502_163137.csv,"[318346, 619834)"
79,-1,417713,30284,lattice_97_20250502_185607.csv,"[318346, 619834)"
1380,-1,351387,22522,lattice_146_20250502_203356.csv,"[318346, 619834)"
745,-1,348066,18378,lattice_116_20250502_193322.csv,"[318346, 619834)"
768,-1,528008,23140,lattice_18_20250502_143035.csv,"[318346, 619834)"
112,-1,387214,22674,lattice_76_20250502_173921.csv,"[318346, 619834)"
1322,-1,338570,21062,lattice_87_20250502_182234.csv,"[318346, 619834)"
998,-1,347833,19158,lattice_148_20250502_203518.csv,"[318346, 619834)"
1129,-1,404557,29074,lattice_141_20250502_201220.csv,"[318346, 619834)"
801,-1,359254,20176,lattice_4_20250502_132654.csv,"[318346, 619834)"
874,-1,349483,23690,lattice_45_20250502_153328.csv,"[318346, 619834)"
102,-1,375599,26290,lattice_103_20250502_190137.csv,"[318346, 619834)"
626,-1,341978,20904,lattice_165_20250502_210612.csv,"[318346, 619834)"
864,-1,431293,22512,lattice_2_20250502_132712.csv,"[318346, 619834)"
203,-1,516239,28266,lattice_60_20250502_163554.csv,"[318346, 619834)"
1261,-1,325084,24286,lattice_159_20250502_204104.csv,"[318346, 619834)"
285,-1,460506,22140,lattice_102_20250502_185910.csv,"[318346, 619834)"
136,-1,413137,25942,lattice_74_20250502_173814.csv,"[318346, 619834)"
939,-1,645485,31952,lattice_160_20250502_205900.csv,"[619834, 1206846)"
397,-1,767782,30226,lattice_149_20250502_203536.csv,"[619834, 1206846)"
578,-1,725771,37220,lattice_121_20250502_193429.csv,"[619834, 1206846)"
1037,-1,698000,29440,lattice_13_20250502_132223.csv,"[619834, 1206846)"
628,-1,769823,41906,lattice_74_20250502_173814.csv,"[619834, 1206846)"
1038,-1,701125,36690,lattice_160_20250502_205900.csv,"[619834, 1206846)"
524,-1,782475,41056,lattice_184_20250502_220210.csv,"[619834, 1206846)"
384,-1,895536,46656,lattice_64_20250502_173606.csv,"[619834, 1206846)"
289,-1,677767,28940,lattice_196_20250502_222257.csv,"[619834, 1206846)"
442,-1,747633,41482,lattice_133_20250502_200614.csv,"[619834, 1206846)"
1273,-1,640781,47448,lattice_44_20250502_153349.csv,"[619834, 1206846)"
619,-1,642684,43376,lattice_133_20250502_200614.csv,"[619834, 1206846)"
1094,-1,916004,42474,lattice_16_20250502_142735.csv,"[619834, 1206846)"
730,-1,761238,53516,lattice_102_20250502_185910.csv,"[619834, 1206846)"
684,-1,1093821,44924,lattice_48_20250502_163137.csv,"[619834, 1206846)"
13,-1,625227,32502,lattice_55_20250502_163503.csv,"[619834, 1206846)"
18,-1,696610,28428,lattice_145_20250502_203405.csv,"[619834, 1206846)"
815,-1,703763,35614,lattice_192_20250502_221856.csv,"[619834, 1206846)"
351,-1,1138215,46206,lattice_40_20250502_153038.csv,"[619834, 1206846)"
231,-1,647149,33532,lattice_198_20250502_222333.csv,"[619834, 1206846)"
94,-1,774976,33506,lattice_121_20250502_193429.csv,"[619834, 1206846)"
1362,-1,630671,40946,lattice_10_20250502_132256.csv,"[619834, 1206846)"
1438,-1,651643,35106,lattice_81_20250502_182124.csv,"[619834, 1206846)"
764,-1,816140,50116,lattice_110_20250502_190343.csv,"[619834, 1206846)"
536,-1,1004985,48264,lattice_93_20250502_182406.csv,"[619834, 1206846)"
635,-1,714160,35778,lattice_152_20250502_203737.csv,"[619834, 1206846)"
549,-1,627154,40224,lattice_184_20250502_220210.csv,"[619834, 1206846)"
618,-1,744099,40788,lattice_191_20250502_220601.csv,"[619834, 1206846)"
514,-1,1230684,44144,lattice_140_20250502_201055.csv,"[1206846, 2349785)"
1303,-1,1372105,48926,lattice_95_20250502_182531.csv,"[1206846, 2349785)"
803,-1,1653800,54804,lattice_13_20250502_132223.csv,"[1206846, 2349785)"
319,-1,1708978,52510,lattice_7_20250502_132321.csv,"[1206846, 2349785)"
973,-1,1265395,46226,lattice_100_20250502_185636.csv,"[1206846, 2349785)"
274,-1,1618261,56738,lattice_159_20250502_204104.csv,"[1206846, 2349785)"
1054,-1,1209959,53164,lattice_28_20250502_143442.csv,"[1206846, 2349785)"
164,-1,1345035,59826,lattice_80_20250502_181804.csv,"[1206846, 2349785)"
1258,-1,1311396,63752,lattice_146_20250502_203356.csv,"[1206846, 2349785)"
1096,-1,1739652,50560,lattice_160_20250502_205900.csv,"[1206846, 2349785)"
977,-1,2349785,77834,lattice_189_20250502_220257.csv,"[1206846, 2349785)"
54,-1,1265515,42904,lattice_117_20250502_193318.csv,"[1206846, 2349785)"
1083,-1,1744259,81190,lattice_126_20250502_193802.csv,"[1206846, 2349785)"
789,-1,1581955,69914,lattice_132_20250502_200423.csv,"[1206846, 2349785)"
30,-1,1247559,68728,lattice_118_20250502_193507.csv,"[1206846, 2349785)"
1053,-1,1632516,55898,lattice_18_20250502_143035.csv,"[1206846, 2349785)"
181,-1,1242249,45984,lattice_82_20250502_182009.csv,"[1206846, 2349785)"
1116,-1,1594226,54962,lattice_118_20250502_193507.csv,"[1206846, 2349785)"
388,-1,1461488,60400,lattice_96_20250502_185117.csv,"[1206846, 2349785)"
500,-1,1766028,68508,lattice_84_20250502_182143.csv,"[1206846, 2349785)"
104,-1,1490664,62952,lattice_6_20250502_132337.csv,"[1206846, 2349785)"
770,-1,1505239,59756,lattice_98_20250502_185651.csv,"[1206846, 2349785)"
929,-1,1273419,50132,lattice_72_20250502_173709.csv,"[1206846, 2349785)"
1077,-1,1262819,46282,lattice_136_20250502_200702.csv,"[1206846, 2349785)"
1106,-1,1551362,65880,lattice_142_20250502_201134.csv,"[1206846, 2349785)"
343,-1,1253264,45558,lattice_183_20250502_220056.csv,"[1206846, 2349785)"
156,-1,1245925,49282,lattice_72_20250502_173709.csv,"[1206846, 2349785)"
1058,-1,1476941,57888,lattice_136_20250502_200702.csv,"[1206846, 2349785)"
