run,n_clouds,slope_real,slope_mirror,D_real,D_mirror,R2_real,R2_mirror,delta_D,delta_slope,delta_R2
1,190,0.6643342437741826,0.6920284361930679,1.3286684875483652,1.3840568723861357,0.9168413679722296,0.9611081869417873,-0.05538838483777053,-0.027694192418885266,-0.04426681896955775
2,187,0.6693752272141896,0.6929426673643796,1.3387504544283793,1.3858853347287592,0.930836784917804,0.9676352959306405,-0.04713488030037993,-0.023567440150189967,-0.03679851101283649
3,220,0.6744118754331507,0.6887972102056228,1.3488237508663015,1.3775944204112456,0.9152351772940513,0.9733738498911788,-0.028770669544944116,-0.014385334772472058,-0.05813867259712746
4,178,0.6818741119294777,0.7033754255394424,1.3637482238589553,1.4067508510788849,0.9252651806711611,0.961898953974871,-0.043002627219929535,-0.021501313609964767,-0.03663377330370987
5,179,0.6637527357105695,0.6877108178674083,1.327505471421139,1.3754216357348166,0.9183135956838467,0.9712362472606552,-0.04791616431367762,-0.02395808215683881,-0.05292265157680842
6,202,0.6870063047354571,0.7072018120390924,1.3740126094709142,1.4144036240781848,0.9307156290172633,0.9703747143778501,-0.04039101460727057,-0.020195507303635285,-0.03965908536058671
7,189,0.6642933675636341,0.673905813489657,1.3285867351272682,1.347811626979314,0.9272183586043043,0.9676684194295025,-0.019224891852045678,-0.009612445926022839,-0.0404500608251982
8,204,0.645104505005486,0.664023645724181,1.290209010010972,1.328047291448362,0.8983771804915555,0.9622663940775082,-0.0378382814373901,-0.01891914071869505,-0.06388921358595279
9,215,0.6429350902636137,0.6816766491059669,1.2858701805272275,1.3633532982119339,0.9101377708033378,0.9672805563014931,-0.07748311768470639,-0.038741558842353196,-0.057142785498155324
10,194,0.6932753516984774,0.6823125705643283,1.3865507033969549,1.3646251411286565,0.9376533088531455,0.9610895586564012,0.021925562268298338,0.010962781134149169,-0.02343624980325576
11,163,0.7018197494379599,0.6962192024824734,1.4036394988759198,1.3924384049649468,0.9045392040551952,0.9669768499287338,0.011201093910973015,0.005600546955486507,-0.062437645873538616
12,179,0.6928299704741363,0.6905430953728277,1.3856599409482726,1.3810861907456553,0.9305903431471096,0.968925868126217,0.004573750202617299,0.0022868751013086497,-0.038335524979107305
13,217,0.6609341902002035,0.7029713925270025,1.321868380400407,1.405942785054005,0.9251834219606238,0.9766725450182009,-0.08407440465359795,-0.04203720232679897,-0.051489123057577135
14,189,0.6540168372749245,0.6896911425762958,1.308033674549849,1.3793822851525916,0.9185312935141517,0.9622616543427293,-0.07134861060274256,-0.03567430530137128,-0.04373036082857751
15,188,0.6587132205298606,0.6835536479526083,1.3174264410597212,1.3671072959052166,0.9165464518478027,0.9627589669305034,-0.04968085484549545,-0.024840427422747724,-0.046212515082700745
16,200,0.6722706660192856,0.6876639565376188,1.3445413320385713,1.3753279130752376,0.9340102720165743,0.9700207848975841,-0.030786581036666316,-0.015393290518333158,-0.03601051288100987
17,216,0.672040042406357,0.689726891434302,1.344080084812714,1.379453782868604,0.9154565870404734,0.9652633711343636,-0.03537369805589008,-0.01768684902794504,-0.049806784093890166
18,193,0.6505415747375314,0.6819850628031615,1.3010831494750628,1.363970125606323,0.9206977647888186,0.9659053633754653,-0.06288697613126026,-0.03144348806563013,-0.04520759858664669
19,181,0.6642063106287159,0.7060102336014622,1.3284126212574319,1.4120204672029244,0.9313266912057676,0.9669739818609822,-0.08360784594549253,-0.041803922972746266,-0.03564729065521455
20,185,0.6889192002237053,0.689618697751609,1.3778384004474107,1.379237395503218,0.926034199382702,0.9599348835563143,-0.0013989950558073172,-0.0006994975279036586,-0.03390068417361225
21,226,0.6660295711707177,0.6961325169981952,1.3320591423414354,1.3922650339963905,0.9096649936659341,0.9580690263530361,-0.060205891654955046,-0.030102945827477523,-0.04840403268710203
22,211,0.6627701738546468,0.7009225690551372,1.3255403477092935,1.4018451381102743,0.9148853085781035,0.9687976434353258,-0.07630479040098082,-0.03815239520049041,-0.053912334857222355
23,194,0.67851303624009,0.6912867925249211,1.35702607248018,1.3825735850498422,0.9090086451622137,0.965565037684017,-0.025547512569662256,-0.012773756284831128,-0.056556392521803334
24,199,0.674088063819161,0.6861516937326304,1.348176127638322,1.3723033874652608,0.9073781009617946,0.9657312603338168,-0.024127259826938863,-0.012063629913469431,-0.058353159372022234
25,180,0.6505792336377015,0.6882229681223881,1.301158467275403,1.3764459362447763,0.926920706581437,0.96501989971283,-0.07528746896937322,-0.03764373448468661,-0.03809919313139298
26,205,0.6657259025172314,0.6926599421580006,1.3314518050344628,1.3853198843160013,0.9186855358900491,0.964799617773961,-0.05386807928153847,-0.026934039640769236,-0.04611408188391186
27,201,0.6801843117180227,0.6900592920445661,1.3603686234360455,1.3801185840891321,0.9235751331115861,0.9659516366826375,-0.01974996065308665,-0.009874980326543326,-0.04237650357105138
28,209,0.6568637732441758,0.6808803997744342,1.3137275464883515,1.3617607995488683,0.9058573878610089,0.9635747743409634,-0.048033253060516756,-0.024016626530258378,-0.0577173864799545
29,191,0.6929733801098273,0.6941815191622714,1.3859467602196547,1.3883630383245429,0.9308898469889578,0.9740630875403506,-0.002416278104888203,-0.0012081390524441016,-0.04317324055139282
30,189,0.6677088461024732,0.6967222573687509,1.3354176922049463,1.3934445147375019,0.9247009906366513,0.977159348757124,-0.05802682253255553,-0.029013411266277767,-0.052458358120472615
31,192,0.6460107830050864,0.6920052384234652,1.2920215660101728,1.3840104768469303,0.9322078097482807,0.9636570434441739,-0.09198891083675753,-0.045994455418378766,-0.03144923369589325
32,190,0.6673835536261141,0.6996774227502726,1.3347671072522282,1.3993548455005451,0.9343417753803428,0.9724414465246081,-0.06458773824831687,-0.032293869124158436,-0.03809967114426527
33,141,0.6587482731461514,0.6847216563618124,1.3174965462923027,1.3694433127236247,0.9502710514864715,0.9612693254823688,-0.05194676643132201,-0.025973383215661006,-0.010998273995897256
34,179,0.6541877167950622,0.6947199862786605,1.3083754335901243,1.389439972557321,0.9271967528734345,0.9734185773392976,-0.08106453896719668,-0.04053226948359834,-0.04622182446586309
35,214,0.6647813654375584,0.7019725904237444,1.3295627308751168,1.4039451808474888,0.9118740000943155,0.9732710797028844,-0.07438244997237198,-0.03719122498618599,-0.06139707960856888
36,209,0.6583004477049393,0.6998195569733172,1.3166008954098787,1.3996391139466344,0.9201679002112797,0.969653991887559,-0.08303821853675575,-0.041519109268377874,-0.049486091676279265
37,185,0.6624537090915548,0.6706221207731092,1.3249074181831095,1.3412442415462185,0.9170347696491411,0.9657472992347531,-0.016336823363108932,-0.008168411681554466,-0.04871252958561201
38,202,0.6501965360671154,0.6703535004409772,1.3003930721342307,1.3407070008819544,0.9158079113243293,0.9657034754837137,-0.04031392874772366,-0.02015696437386183,-0.04989556415938445
39,194,0.6658176424833063,0.6942816222262365,1.3316352849666127,1.388563244452473,0.928412234475959,0.965063596615077,-0.05692795948586027,-0.028463979742930134,-0.036651362139118016
40,188,0.6674529394583734,0.6901088295602845,1.3349058789167467,1.380217659120569,0.9195962805380596,0.9735255996923263,-0.045311780203822316,-0.022655890101911158,-0.053929319154266686
41,201,0.6630483940781148,0.67769918928669,1.3260967881562296,1.35539837857338,0.9325319864098829,0.9673234408588796,-0.029301590417150525,-0.014650795208575262,-0.03479145444899667
42,199,0.662985993574438,0.6742247029687918,1.325971987148876,1.3484494059375836,0.9173346952166812,0.9543964955658958,-0.02247741878870757,-0.011238709394353785,-0.03706180034921458
43,198,0.6588440267663785,0.6963672543145637,1.317688053532757,1.3927345086291274,0.9251148215683602,0.9695541820865179,-0.07504645509637031,-0.037523227548185156,-0.04443936051815767
44,188,0.6861765199853634,0.6915092664762971,1.3723530399707269,1.3830185329525941,0.9452038521860523,0.9631488275966092,-0.010665492981867253,-0.005332746490933626,-0.01794497541055695
45,209,0.6799199366523367,0.695752884254566,1.3598398733046735,1.391505768509132,0.9231772345249591,0.9760547804479731,-0.031665895204458616,-0.015832947602229308,-0.05287754592301397
46,192,0.6322977229611327,0.6774753565433375,1.2645954459222655,1.354950713086675,0.897316278088849,0.9724847729830243,-0.09035526716440945,-0.045177633582204724,-0.07516849489417532
47,203,0.6734346671966057,0.6842861443650393,1.3468693343932114,1.3685722887300786,0.9261850534423538,0.9644801498106071,-0.021702954336867197,-0.010851477168433599,-0.038295096368253345
48,192,0.6565914273602644,0.6865859797965841,1.3131828547205289,1.3731719595931682,0.9193543646194386,0.9579346800056506,-0.05998910487263931,-0.029994552436319655,-0.03858031538621198
49,205,0.668849018570858,0.6961946557073955,1.337698037141716,1.392389311414791,0.916130264732336,0.9620826929124079,-0.054691274273074963,-0.027345637136537482,-0.045952428180071836
50,171,0.6538813287967492,0.6845746863048752,1.3077626575934984,1.3691493726097503,0.9354967964836284,0.9740200364547205,-0.061386715016251925,-0.030693357508125962,-0.03852323997109208
51,206,0.6784658178400603,0.6966401934637695,1.3569316356801207,1.393280386927539,0.9140319921873514,0.9670274360781984,-0.03634875124741832,-0.01817437562370916,-0.05299544389084698
52,200,0.6618624725728297,0.7033300271744236,1.3237249451456594,1.4066600543488472,0.9247345001509891,0.9696021250800219,-0.0829351092031878,-0.0414675546015939,-0.044867624929032734
53,196,0.6680656558734769,0.6886561396255323,1.3361313117469538,1.3773122792510646,0.9139005043707463,0.9667951423016575,-0.04118096750411082,-0.02059048375205541,-0.052894637930911204
54,175,0.6681096616324015,0.6789721716220651,1.336219323264803,1.3579443432441303,0.9350552007178116,0.9689668205853088,-0.021725019979327298,-0.010862509989663649,-0.033911619867497245
55,207,0.6607335939926791,0.6920573573795356,1.3214671879853581,1.384114714759071,0.9136549735140013,0.9666145482665718,-0.06264752677371299,-0.031323763386856496,-0.052959574752570515
56,168,0.6553664984630547,0.6723652032236506,1.3107329969261095,1.3447304064473011,0.9123074141540889,0.9782334163151284,-0.03399740952119168,-0.01699870476059584,-0.0659260021610395
57,189,0.7031882675636824,0.7032684825893023,1.4063765351273647,1.4065369651786046,0.9434360005055286,0.9749797391372174,-0.0001604300512398904,-8.02150256199452e-05,-0.0315437386316888
58,167,0.6491999453364866,0.6830058038245379,1.2983998906729732,1.3660116076490758,0.9130146500816856,0.968543970164701,-0.06761171697610258,-0.03380585848805129,-0.055529320083015365
59,167,0.678164580181757,0.6961107874338464,1.356329160363514,1.3922215748676927,0.9354690491389281,0.9756674782116542,-0.03589241450417879,-0.017946207252089397,-0.04019842907272608
60,208,0.6686888260084042,0.6955719220609979,1.3373776520168084,1.3911438441219959,0.9116413915693687,0.9690745247103763,-0.053766192105187516,-0.026883096052593758,-0.05743313314100751
61,200,0.6645048012430312,0.6976134219247178,1.3290096024860625,1.3952268438494355,0.9096551439237172,0.9658835563961652,-0.06621724136337304,-0.03310862068168652,-0.05622841247244803
62,192,0.6615695830603188,0.693125465773426,1.3231391661206375,1.386250931546852,0.9398528366932217,0.976245587660825,-0.06311176542621455,-0.031555882713107275,-0.036392750967603305
63,174,0.6670702105088264,0.6939287000175307,1.3341404210176528,1.3878574000350614,0.9397607655064327,0.9723817871517464,-0.05371697901740857,-0.026858489508704286,-0.032621021645313664
64,194,0.66557895206913,0.6944284248715106,1.33115790413826,1.3888568497430211,0.9170336062069919,0.9697476279767433,-0.05769894560476119,-0.028849472802380594,-0.052714021769751374
65,178,0.6654079623879335,0.6664521698902692,1.330815924775867,1.3329043397805385,0.8994386921896499,0.9637084212948577,-0.0020884150046713845,-0.0010442075023356923,-0.06426972910520778
66,177,0.6523227751949879,0.6900334796132401,1.3046455503899759,1.3800669592264803,0.9141978911814632,0.9679535243912638,-0.07542140883650439,-0.037710704418252194,-0.05375563320980059
67,183,0.6772566560459308,0.6797663527653471,1.3545133120918615,1.3595327055306943,0.9292243279104535,0.965185824235427,-0.005019393438832731,-0.0025096967194163655,-0.035961496324973474
68,179,0.6779955462170164,0.6963515178910442,1.3559910924340328,1.3927030357820884,0.9258641306127617,0.9729984391724087,-0.03671194334805561,-0.018355971674027804,-0.047134308559646954
69,182,0.6520289816213825,0.6986658437466116,1.304057963242765,1.3973316874932231,0.9259544367180558,0.9714734947424956,-0.09327372425045821,-0.046636862125229106,-0.045519058024439785
70,206,0.6838970661389584,0.6952153216315071,1.3677941322779168,1.3904306432630142,0.9065095749636682,0.9670885386495383,-0.022636510985097447,-0.011318255492548723,-0.06057896368587001
71,207,0.6345628213546209,0.6806351019696999,1.2691256427092419,1.3612702039393998,0.8948960530925364,0.9603721063011856,-0.0921445612301579,-0.04607228061507895,-0.06547605320864924
72,183,0.678169723973338,0.6996316783931072,1.356339447946676,1.3992633567862145,0.93134399915902,0.9732265533122835,-0.04292390883953856,-0.02146195441976928,-0.041882554153263474
73,189,0.6469700233321163,0.6935961005863935,1.2939400466642326,1.387192201172787,0.9083460576288741,0.9651060495085313,-0.09325215450855451,-0.046626077254277254,-0.05675999187965719
74,144,0.6712955091827285,0.6819883618558311,1.342591018365457,1.3639767237116622,0.937936958321482,0.9655079880677805,-0.021385705346205208,-0.010692852673102604,-0.027571029746298437
75,191,0.6703689425235714,0.6892452935494227,1.3407378850471428,1.3784905870988453,0.9369342752001738,0.9735766141919538,-0.03775270205170256,-0.01887635102585128,-0.036642338991780044
76,227,0.6456707130777414,0.6899597382702869,1.2913414261554828,1.3799194765405738,0.9064884323616296,0.973005780412686,-0.08857805038509103,-0.04428902519254552,-0.06651734805105647
77,201,0.6637044404711995,0.694252096073006,1.327408880942399,1.388504192146012,0.9196839845411445,0.9672157404719904,-0.061095311203613,-0.0305476556018065,-0.04753175593084591
78,172,0.6940650398078028,0.7115914267391156,1.3881300796156055,1.4231828534782311,0.9319549174999154,0.9746266320045375,-0.03505277386262562,-0.01752638693131281,-0.04267171450462204
79,184,0.6659689061489045,0.6997106102087549,1.331937812297809,1.3994212204175098,0.9274048834926728,0.9698295143404233,-0.06748340811970088,-0.03374170405985044,-0.0424246308477505
80,160,0.6672318064987502,0.6932057129182576,1.3344636129975005,1.3864114258365152,0.942842811116076,0.976188514736029,-0.05194781283901473,-0.025973906419507364,-0.03334570361995293
81,186,0.670589991731037,0.6977791212462768,1.341179983462074,1.3955582424925537,0.9220722920178468,0.9668958314461297,-0.05437825903047977,-0.027189129515239885,-0.04482353942828288
82,201,0.684562004317586,0.6927147459719359,1.369124008635172,1.3854294919438719,0.9166152711869716,0.9698187628258933,-0.016305483308699964,-0.008152741654349982,-0.053203491638921685
83,200,0.656468229314057,0.6957281913226943,1.312936458628114,1.3914563826453885,0.9194787360913242,0.9662950084255332,-0.07851992401727448,-0.03925996200863724,-0.04681627233420893
84,189,0.6654394312900209,0.6746525768935856,1.3308788625800418,1.3493051537871712,0.9198869165614693,0.9631084013377479,-0.018426291207129353,-0.009213145603564676,-0.04322148477627863
85,186,0.6585158474829844,0.703569071609364,1.3170316949659688,1.407138143218728,0.9201345915504489,0.9740936099792452,-0.09010644825275915,-0.045053224126379576,-0.05395901842879636
86,186,0.6641539324917907,0.6895474804860393,1.3283078649835813,1.3790949609720786,0.889497700637826,0.9660408362691882,-0.05078709598849729,-0.025393547994248644,-0.07654313563136228
87,197,0.6866474089527052,0.6929260294320752,1.3732948179054103,1.3858520588641503,0.9238915037028476,0.9706973724868236,-0.012557240958740001,-0.006278620479370001,-0.04680586878397608
88,177,0.661461689578627,0.6828750267365701,1.322923379157254,1.3657500534731402,0.9163738776129066,0.9646983062855229,-0.04282667431588605,-0.021413337157943024,-0.048324428672616326
89,204,0.6749114938674422,0.6855916791973474,1.3498229877348844,1.3711833583946949,0.9235139825217911,0.9751216308946484,-0.021360370659810446,-0.010680185329905223,-0.05160764837285736
90,181,0.6702379025655291,0.6966574915802664,1.3404758051310581,1.3933149831605327,0.9262566857826301,0.9774560450445217,-0.052839178029474576,-0.026419589014737288,-0.051199359261891564
91,193,0.682990410541892,0.6985648176664561,1.365980821083784,1.3971296353329121,0.9360476756899947,0.9692241046070669,-0.031148814249128076,-0.015574407124564038,-0.033176428917072176
92,136,0.6703275096354379,0.6920231664117955,1.3406550192708757,1.384046332823591,0.9421705637056945,0.9729675489765832,-0.043391313552715305,-0.021695656776357652,-0.0307969852708887
93,197,0.6846680388818788,0.695384135002372,1.3693360777637575,1.390768270004744,0.9213381062425753,0.9714307861949953,-0.02143219224098636,-0.01071609612049318,-0.05009267995242006
94,180,0.6542323847575452,0.6927547956248142,1.3084647695150904,1.3855095912496285,0.9253611846969719,0.9712667456730651,-0.07704482173453808,-0.03852241086726904,-0.04590556097609322
95,173,0.6973441162384678,0.7010584139948896,1.3946882324769356,1.402116827989779,0.942120499696987,0.9726202391201987,-0.007428595512843472,-0.003714297756421736,-0.030499739423211714
96,191,0.6724051953274934,0.6863063013193148,1.3448103906549869,1.3726126026386296,0.9083102173898963,0.959001382178934,-0.027802211983642744,-0.013901105991821372,-0.05069116478903779
97,173,0.6583393071264639,0.7008272430630144,1.3166786142529279,1.4016544861260287,0.933269598864811,0.9634920744413903,-0.08497587187310085,-0.042487935936550425,-0.03022247557657931
98,184,0.6799251612873939,0.6914315323595206,1.3598503225747878,1.3828630647190412,0.9353377464928557,0.9749311316218171,-0.023012742144253417,-0.011506371072126709,-0.03959338512896138
99,219,0.6634124115044023,0.688538719044549,1.3268248230088047,1.377077438089098,0.9144826441028425,0.9705578600798727,-0.05025261508029333,-0.025126307540146664,-0.056075215977030135
100,198,0.6518897581672659,0.6873754539324526,1.3037795163345318,1.3747509078649052,0.9133417056536891,0.9667707163796145,-0.07097139153037335,-0.035485695765186676,-0.05342901072592543
101,198,0.6446986601727576,0.6934053051973866,1.2893973203455151,1.3868106103947733,0.8865068435476896,0.9641348844186742,-0.09741329004925814,-0.04870664502462907,-0.07762804087098463
102,188,0.6712838342723895,0.6794789158638432,1.342567668544779,1.3589578317276865,0.9383825608533545,0.9605587986222945,-0.016390163182907536,-0.008195081591453768,-0.022176237768940066
103,171,0.6596296302794834,0.6948461011401627,1.3192592605589668,1.3896922022803253,0.9262177371105529,0.9711380379339145,-0.0704329417213585,-0.03521647086067925,-0.044920300823361625
104,188,0.6692838436814327,0.7026836892848406,1.3385676873628654,1.4053673785696812,0.9218117040606439,0.9705945722575549,-0.06679969120681584,-0.03339984560340792,-0.04878286819691091
105,172,0.6603680151108177,0.6857174471501697,1.3207360302216353,1.3714348943003394,0.9445956389424552,0.9736792409290835,-0.05069886407870405,-0.025349432039352027,-0.029083601986628294
106,178,0.6679577716072145,0.6817531832932663,1.335915543214429,1.3635063665865326,0.9104313467663949,0.9721321936465509,-0.027590823372103612,-0.013795411686051806,-0.06170084688015598
107,190,0.6568596125787556,0.6890811906661267,1.3137192251575112,1.3781623813322534,0.9170733310661502,0.9665761204210109,-0.06444315617474228,-0.03222157808737114,-0.04950278935486074
108,198,0.675591875895426,0.704211943162226,1.351183751790852,1.408423886324452,0.9194875687090559,0.9640155404644067,-0.057240134533599996,-0.028620067266799998,-0.04452797175535084
109,197,0.6511743550187558,0.6792350733126166,1.3023487100375115,1.3584701466252331,0.9083483926869702,0.9626921837526938,-0.05612143658772162,-0.02806071829386081,-0.05434379106572362
110,182,0.6673437297318624,0.6818752092954345,1.3346874594637248,1.363750418590869,0.9067533196178917,0.9591698306801225,-0.029062959127144294,-0.014531479563572147,-0.052416511062230775
111,186,0.6807326125051071,0.7027578497429348,1.3614652250102142,1.4055156994858695,0.9187990397125572,0.9744485054472813,-0.044050474475655355,-0.022025237237827677,-0.05564946573472418
112,131,0.6350001853667694,0.6739424857627079,1.2700003707335388,1.3478849715254158,0.9228998685371778,0.9700484400799948,-0.07788460079187698,-0.03894230039593849,-0.04714857154281704
113,182,0.6645542692439044,0.6942061816298882,1.3291085384878087,1.3884123632597765,0.9326755780373761,0.9665770057755209,-0.05930382477196772,-0.02965191238598386,-0.03390142773814475
114,177,0.6522413378651819,0.6831932406357696,1.3044826757303638,1.3663864812715392,0.9392958262096248,0.9780401493389811,-0.06190380554117536,-0.03095190277058768,-0.03874432312935627
115,207,0.6764141616637932,0.6979652763743144,1.3528283233275864,1.3959305527486288,0.9108967330938774,0.9660262528043526,-0.04310222942104236,-0.02155111471052118,-0.055129519710475194
116,162,0.6522519483362664,0.6897527355745804,1.3045038966725329,1.3795054711491608,0.9225665293378185,0.9717491044774286,-0.07500157447662792,-0.03750078723831396,-0.04918257513961011
117,205,0.6445329385796251,0.7068167328717216,1.2890658771592503,1.4136334657434433,0.8969529346195132,0.9777690099710241,-0.12456758858419303,-0.06228379429209652,-0.08081607535151092
118,158,0.6954612205069891,0.7058230788873244,1.3909224410139782,1.4116461577746489,0.9325404506745634,0.973245250851077,-0.02072371676067064,-0.01036185838033532,-0.04070480017651368
119,186,0.6858093606516799,0.6929580774530057,1.3716187213033597,1.3859161549060115,0.9348134987748095,0.9690496999916836,-0.014297433602651788,-0.007148716801325894,-0.034236201216874096
120,194,0.6761207950851562,0.6901564933110506,1.3522415901703124,1.3803129866221011,0.9276947543814813,0.9643703171581478,-0.028071396451788688,-0.014035698225894344,-0.036675562776666504
121,208,0.672453317927014,0.6945084883308664,1.344906635854028,1.3890169766617328,0.8982858219689547,0.9631454823780622,-0.04411034080770482,-0.02205517040385241,-0.06485966040910751
122,175,0.6752669710031011,0.6716122451924106,1.3505339420062021,1.3432244903848212,0.9271828338528116,0.9658399376317941,0.007309451621380969,0.0036547258106904845,-0.03865710377898246
123,176,0.6608248373377325,0.6804596828992933,1.321649674675465,1.3609193657985865,0.9222763885008407,0.966786850439777,-0.03926969112312162,-0.01963484556156081,-0.04451046193893626
124,198,0.6505489514697186,0.6959374829765164,1.3010979029394372,1.3918749659530327,0.9207016571563812,0.9683584560897244,-0.09077706301359556,-0.04538853150679778,-0.04765679893334318
